pais,iso3c,departamento,fecha_fallecimiento,n,n_acum
Peru,PER,LAMBAYEQUE,2021-12-05,3,15003
Peru,PER,LAMBAYEQUE,2021-12-06,2,15005
Peru,PER,LAMBAYEQUE,2021-12-07,2,15007
Peru,PER,LAMBAYEQUE,2021-12-08,1,15008
Peru,PER,LAMBAYEQUE,2021-12-09,1,15009
Peru,PER,LAMBAYEQUE,2021-12-10,2,15011
Peru,PER,LAMBAYEQUE,2021-12-11,3,15014
Peru,PER,LAMBAYEQUE,2021-12-12,3,15017
Peru,PER,LAMBAYEQUE,2021-12-13,2,15019
Peru,PER,LAMBAYEQUE,2021-12-14,1,15020
Peru,PER,LAMBAYEQUE,2021-12-15,1,15020
Peru,PER,LAMBAYEQUE,2021-12-16,2,15022
Peru,PER,LAMBAYEQUE,2021-12-17,2,15024
Peru,PER,LAMBAYEQUE,2021-12-18,2,15026
Peru,PER,LAMBAYEQUE,2021-12-19,2,15026
Peru,PER,LAMBAYEQUE,2021-12-20,2,15028
Peru,PER,LAMBAYEQUE,2021-12-21,3,15031
Peru,PER,LAMBAYEQUE,2021-12-22,2,15033
Peru,PER,LAMBAYEQUE,2021-12-23,1,15034
Peru,PER,LAMBAYEQUE,2021-12-24,1,15035
Peru,PER,LAMBAYEQUE,2021-12-25,2,15037
Peru,PER,LAMBAYEQUE,2021-12-26,2,15039
Peru,PER,LAMBAYEQUE,2021-12-27,4,15043
Peru,PER,LAMBAYEQUE,2021-12-28,4,15043
Peru,PER,LAMBAYEQUE,2021-12-29,1,15044
Peru,PER,LAMBAYEQUE,2021-12-30,2,15046
Peru,PER,LAMBAYEQUE,2021-12-31,1,15047
Peru,PER,LAMBAYEQUE,2022-01-01,1,15048
Peru,PER,LAMBAYEQUE,2022-01-02,3,15051
Peru,PER,LAMBAYEQUE,2022-01-03,4,15055
Peru,PER,LAMBAYEQUE,2022-01-04,4,15059
Peru,PER,LAMBAYEQUE,2022-01-05,4,15063
Peru,PER,LAMBAYEQUE,2022-01-06,4,15067
Peru,PER,LAMBAYEQUE,2022-01-07,4,15067
Peru,PER,LAMBAYEQUE,2022-01-08,2,15069
Peru,PER,LAMBAYEQUE,2022-01-09,1,15070
Peru,PER,LAMBAYEQUE,2022-01-10,3,15073
Peru,PER,LAMBAYEQUE,2022-01-11,1,15074
Peru,PER,LAMBAYEQUE,2022-01-12,3,15077
Peru,PER,LAMBAYEQUE,2022-01-13,5,15082
Peru,PER,LAMBAYEQUE,2022-01-14,2,15084
Peru,PER,LAMBAYEQUE,2022-01-15,2,15086
Peru,PER,LAMBAYEQUE,2022-01-16,5,15091
Peru,PER,LAMBAYEQUE,2022-01-17,2,15093
Peru,PER,LAMBAYEQUE,2022-01-18,5,15098
Peru,PER,LAMBAYEQUE,2022-01-19,5,15103
Peru,PER,LAMBAYEQUE,2022-01-20,5,15108
Peru,PER,LAMBAYEQUE,2022-01-21,5,15113
Peru,PER,LAMBAYEQUE,2022-01-22,8,15121
Peru,PER,LAMBAYEQUE,2022-01-23,5,15126
Peru,PER,LAMBAYEQUE,2022-01-24,6,15132
Peru,PER,LAMBAYEQUE,2022-01-25,4,15136
Peru,PER,LAMBAYEQUE,2022-01-26,6,15142
Peru,PER,LAMBAYEQUE,2022-01-27,7,15149
Peru,PER,LAMBAYEQUE,2022-01-28,6,15155
Peru,PER,LAMBAYEQUE,2022-01-29,10,15165
Peru,PER,LAMBAYEQUE,2022-01-30,6,15171
Peru,PER,LAMBAYEQUE,2022-01-31,13,15184
Peru,PER,LAMBAYEQUE,2022-02-01,4,15188
Peru,PER,LAMBAYEQUE,2022-02-02,15,15203
Peru,PER,LAMBAYEQUE,2022-02-03,8,15211
Peru,PER,LAMBAYEQUE,2022-02-04,11,15222
Peru,PER,LAMBAYEQUE,2022-02-05,5,15227
Peru,PER,LAMBAYEQUE,2022-02-06,6,15233
Peru,PER,LAMBAYEQUE,2022-02-07,8,15241
Peru,PER,LAMBAYEQUE,2022-02-08,7,15248
Peru,PER,LAMBAYEQUE,2022-02-09,6,15254
Peru,PER,LAMBAYEQUE,2022-02-10,5,15259
Peru,PER,LAMBAYEQUE,2022-02-11,8,15267
Peru,PER,LAMBAYEQUE,2022-02-12,2,15269
Peru,PER,LAMBAYEQUE,2022-02-13,4,15273
Peru,PER,LAMBAYEQUE,2022-02-14,10,15283
Peru,PER,LAMBAYEQUE,2022-02-15,6,15289
Peru,PER,LAMBAYEQUE,2022-02-16,4,15293
Peru,PER,LAMBAYEQUE,2022-02-17,2,15295
Peru,PER,LAMBAYEQUE,2022-02-18,6,15301
Peru,PER,LIMA,2020-03-14,2,2
Peru,PER,LIMA,2020-03-15,2,2
Peru,PER,LIMA,2020-03-16,7,9
Peru,PER,LIMA,2020-03-17,2,11
Peru,PER,LIMA,2020-03-18,6,17
Peru,PER,LIMA,2020-03-19,12,29
Peru,PER,LIMA,2020-03-20,5,34
Peru,PER,LIMA,2020-03-21,1,35
Peru,PER,LIMA,2020-03-22,1,36
Peru,PER,LIMA,2020-03-23,8,44
Peru,PER,LIMA,2020-03-24,8,52
Peru,PER,LIMA,2020-03-25,6,58
Peru,PER,LIMA,2020-03-26,5,63
Peru,PER,LIMA,2020-03-27,16,79
Peru,PER,LIMA,2020-03-28,9,88
Peru,PER,LIMA,2020-03-29,18,106
Peru,PER,LIMA,2020-03-30,16,122
Peru,PER,LIMA,2020-03-31,28,150
Peru,PER,LIMA,2020-04-01,17,167
Peru,PER,LIMA,2020-04-02,21,188
Peru,PER,LIMA,2020-04-03,54,242
Peru,PER,LIMA,2020-04-04,60,302
Peru,PER,LIMA,2020-04-05,28,330
Peru,PER,LIMA,2020-04-06,52,382
Peru,PER,LIMA,2020-04-07,54,436
Peru,PER,LIMA,2020-04-08,107,543
Peru,PER,LIMA,2020-04-09,89,632
Peru,PER,LIMA,2020-04-10,80,712
Peru,PER,LIMA,2020-04-11,82,794
Peru,PER,LIMA,2020-04-12,99,893
Peru,PER,LIMA,2020-04-13,100,993
Peru,PER,LIMA,2020-04-14,133,1126
Peru,PER,LIMA,2020-04-15,127,1253
Peru,PER,LIMA,2020-04-16,153,1406
Peru,PER,LIMA,2020-04-17,136,1542
Peru,PER,LIMA,2020-04-18,136,1678
Peru,PER,LIMA,2020-04-19,169,1847
Peru,PER,LIMA,2020-04-20,173,2020
Peru,PER,LIMA,2020-04-21,208,2228
Peru,PER,LIMA,2020-04-22,222,2450
Peru,PER,LIMA,2020-04-23,185,2635
Peru,PER,LIMA,2020-04-24,206,2841
Peru,PER,LIMA,2020-04-25,203,3044
Peru,PER,LIMA,2020-04-26,237,3281
Peru,PER,LIMA,2020-04-27,243,3524
Peru,PER,LIMA,2020-04-28,255,3779
Peru,PER,LIMA,2020-04-29,231,4010
Peru,PER,LIMA,2020-04-30,274,4284
Peru,PER,LIMA,2020-05-01,332,4616
Peru,PER,LIMA,2020-05-02,289,4905
Peru,PER,LIMA,2020-05-03,312,5217
Peru,PER,LIMA,2020-05-04,305,5522
Peru,PER,LIMA,2020-05-05,319,5841
Peru,PER,LIMA,2020-05-06,329,6170
Peru,PER,LIMA,2020-05-07,322,6492
Peru,PER,LIMA,2020-05-08,329,6821
Peru,PER,LIMA,2020-05-09,392,7213
Peru,PER,LIMA,2020-05-10,399,7612
Peru,PER,LIMA,2020-05-11,387,7999
Peru,PER,LIMA,2020-05-12,343,8342
Peru,PER,LIMA,2020-05-13,381,8723
Peru,PER,LIMA,2020-05-14,428,9151
Peru,PER,LIMA,2020-05-15,370,9521
Peru,PER,LIMA,2020-05-16,386,9907
Peru,PER,LIMA,2020-05-17,428,10335
Peru,PER,LIMA,2020-05-18,477,10812
Peru,PER,LIMA,2020-05-19,374,11186
Peru,PER,LIMA,2020-05-20,482,11668
Peru,PER,LIMA,2020-05-21,396,12064
Peru,PER,LIMA,2020-05-22,402,12466
Peru,PER,LIMA,2020-05-23,436,12902
Peru,PER,LIMA,2020-05-24,480,13382
Peru,PER,LIMA,2020-05-25,491,13873
Peru,PER,LIMA,2020-05-26,489,14362
Peru,PER,LIMA,2020-05-27,517,14879
Peru,PER,LIMA,2020-05-28,446,15325
Peru,PER,LIMA,2020-05-29,506,15831
Peru,PER,LIMA,2020-05-30,523,16354
Peru,PER,LIMA,2020-05-31,456,16810
Peru,PER,LIMA,2020-06-01,560,17370
Peru,PER,LIMA,2020-06-02,442,17812
Peru,PER,LIMA,2020-06-03,396,18208
Peru,PER,LIMA,2020-06-04,503,18711
Peru,PER,LIMA,2020-06-05,484,19195
Peru,PER,LIMA,2020-06-06,522,19717
Peru,PER,LIMA,2020-06-07,444,20161
Peru,PER,LIMA,2020-06-08,510,20671
Peru,PER,LIMA,2020-06-09,467,21138
Peru,PER,LIMA,2020-06-10,548,21686
Peru,PER,LIMA,2020-06-11,511,22197
Peru,PER,LIMA,2020-06-12,479,22676
Peru,PER,LIMA,2020-06-13,471,23147
Peru,PER,LIMA,2020-06-14,461,23608
Peru,PER,LIMA,2020-06-15,510,24118
Peru,PER,LIMA,2020-06-16,480,24598
Peru,PER,LIMA,2020-06-17,481,25079
Peru,PER,LIMA,2020-06-18,415,25494
Peru,PER,LIMA,2020-06-19,494,25988
Peru,PER,LIMA,2020-06-20,437,26425
Peru,PER,LIMA,2020-06-21,410,26835
Peru,PER,LIMA,2020-06-22,407,27242
Peru,PER,LIMA,2020-06-23,431,27673
Peru,PER,LIMA,2020-06-24,382,28055
Peru,PER,LIMA,2020-06-25,414,28469
Peru,PER,LIMA,2020-06-26,405,28874
Peru,PER,LIMA,2020-06-27,408,29282
Peru,PER,LIMA,2020-06-28,382,29664
Peru,PER,LIMA,2020-06-29,346,30010
Peru,PER,LIMA,2020-06-30,430,30440
Peru,PER,LIMA,2020-07-01,383,30823
Peru,PER,LIMA,2020-07-02,413,31236
Peru,PER,LIMA,2020-07-03,432,31668
Peru,PER,LIMA,2020-07-04,393,32061
Peru,PER,LIMA,2020-07-05,402,32463
Peru,PER,LIMA,2020-07-06,371,32834
Peru,PER,LIMA,2020-07-07,400,33234
Peru,PER,LIMA,2020-07-08,424,33658
Peru,PER,LIMA,2020-07-09,369,34027
Peru,PER,LIMA,2020-07-10,437,34464
Peru,PER,LIMA,2020-07-11,435,34899
Peru,PER,LIMA,2020-07-12,398,35297
Peru,PER,LIMA,2020-07-13,405,35702
Peru,PER,LIMA,2020-07-14,431,36133
Peru,PER,LIMA,2020-07-15,438,36571
Peru,PER,LIMA,2020-07-16,421,36992
Peru,PER,LIMA,2020-07-17,445,37437
Peru,PER,LIMA,2020-07-18,403,37840
Peru,PER,LIMA,2020-07-19,417,38257
Peru,PER,LIMA,2020-07-20,460,38717
Peru,PER,LIMA,2020-07-21,414,39131
Peru,PER,LIMA,2020-07-22,435,39566
Peru,PER,LIMA,2020-07-23,390,39956
Peru,PER,LIMA,2020-07-24,438,40394
Peru,PER,LIMA,2020-07-25,389,40783
Peru,PER,LIMA,2020-07-26,408,41191
Peru,PER,LIMA,2020-07-27,426,41617
Peru,PER,LIMA,2020-07-28,440,42057
Peru,PER,LIMA,2020-07-29,462,42519
Peru,PER,LIMA,2020-07-30,412,42931
Peru,PER,LIMA,2020-07-31,467,43398
Peru,PER,LIMA,2020-08-01,459,43857
Peru,PER,LIMA,2020-08-02,409,44266
Peru,PER,LIMA,2020-08-03,435,44701
Peru,PER,LIMA,2020-08-04,470,45171
Peru,PER,LIMA,2020-08-05,437,45608
Peru,PER,LIMA,2020-08-06,445,46053
Peru,PER,LIMA,2020-08-07,418,46471
Peru,PER,LIMA,2020-08-08,470,46941
Peru,PER,LIMA,2020-08-09,392,47333
Peru,PER,LIMA,2020-08-10,426,47759
Peru,PER,LIMA,2020-08-11,423,48182
Peru,PER,LIMA,2020-08-12,436,48618
Peru,PER,LIMA,2020-08-13,452,49070
Peru,PER,LIMA,2020-08-14,439,49509
Peru,PER,LIMA,2020-08-15,433,49942
Peru,PER,LIMA,2020-08-16,378,50320
Peru,PER,LIMA,2020-08-17,432,50752
Peru,PER,LIMA,2020-08-18,390,51142
Peru,PER,LIMA,2020-08-19,339,51481
Peru,PER,LIMA,2020-08-20,365,51846
Peru,PER,LIMA,2020-08-21,372,52218
Peru,PER,LIMA,2020-08-22,412,52630
Peru,PER,LIMA,2020-08-23,375,53005
Peru,PER,LIMA,2020-08-24,325,53330
Peru,PER,LIMA,2020-08-25,362,53692
Peru,PER,LIMA,2020-08-26,298,53990
Peru,PER,LIMA,2020-08-27,330,54320
Peru,PER,LIMA,2020-08-28,329,54649
Peru,PER,LIMA,2020-08-29,304,54953
Peru,PER,LIMA,2020-08-30,246,55199
Peru,PER,LIMA,2020-08-31,284,55483
Peru,PER,LIMA,2020-09-01,301,55784
Peru,PER,LIMA,2020-09-02,300,56084
Peru,PER,LIMA,2020-09-03,267,56351
Peru,PER,LIMA,2020-09-04,256,56607
Peru,PER,LIMA,2020-09-05,277,56884
Peru,PER,LIMA,2020-09-06,250,57134
Peru,PER,LIMA,2020-09-07,252,57386
Peru,PER,LIMA,2020-09-08,268,57654
Peru,PER,LIMA,2020-09-09,222,57876
Peru,PER,LIMA,2020-09-10,215,58091
Peru,PER,LIMA,2020-09-11,192,58283
Peru,PER,LIMA,2020-09-12,183,58466
Peru,PER,LIMA,2020-09-13,198,58664
Peru,PER,LIMA,2020-09-14,202,58866
Peru,PER,LIMA,2020-09-15,205,59071
Peru,PER,LIMA,2020-09-16,194,59265
Peru,PER,LIMA,2020-09-17,199,59464
Peru,PER,LIMA,2020-09-18,171,59635
Peru,PER,LIMA,2020-09-19,208,59843
Peru,PER,LIMA,2020-09-20,192,60035
Peru,PER,LIMA,2020-09-21,155,60190
Peru,PER,LIMA,2020-09-22,168,60358
Peru,PER,LIMA,2020-09-23,174,60532
Peru,PER,LIMA,2020-09-24,138,60670
Peru,PER,LIMA,2020-09-25,160,60830
Peru,PER,LIMA,2020-09-26,187,61017
Peru,PER,LIMA,2020-09-27,122,61139
Peru,PER,LIMA,2020-09-28,124,61263
Peru,PER,LIMA,2020-09-29,125,61388
Peru,PER,LIMA,2020-09-30,118,61506
Peru,PER,LIMA,2020-10-01,136,61642
Peru,PER,LIMA,2020-10-02,114,61756
Peru,PER,LIMA,2020-10-03,145,61901
Peru,PER,LIMA,2020-10-04,128,62029
Peru,PER,LIMA,2020-10-05,131,62160
Peru,PER,LIMA,2020-10-06,129,62289
Peru,PER,LIMA,2020-10-07,134,62423
Peru,PER,LIMA,2020-10-08,85,62508
Peru,PER,LIMA,2020-10-09,101,62609
Peru,PER,LIMA,2020-10-10,103,62712
Peru,PER,LIMA,2020-10-11,79,62791
Peru,PER,LIMA,2020-10-12,114,62905
Peru,PER,LIMA,2020-10-13,104,63009
Peru,PER,LIMA,2020-10-14,80,63089
Peru,PER,LIMA,2020-10-15,85,63174
Peru,PER,LIMA,2020-10-16,130,63304
Peru,PER,LIMA,2020-10-17,68,63372
Peru,PER,LIMA,2020-10-18,81,63453
Peru,PER,LIMA,2020-10-19,89,63542
Peru,PER,LIMA,2020-10-20,111,63653
Peru,PER,LIMA,2020-10-21,87,63740
Peru,PER,LIMA,2020-10-22,71,63811
Peru,PER,LIMA,2020-10-23,61,63872
Peru,PER,LIMA,2020-10-24,60,63932
Peru,PER,LIMA,2020-10-25,63,63995
Peru,PER,LIMA,2020-10-26,77,64072
Peru,PER,LIMA,2020-10-27,76,64148
Peru,PER,LIMA,2020-10-28,75,64223
Peru,PER,LIMA,2020-10-29,64,64287
Peru,PER,LIMA,2020-10-30,88,64375
Peru,PER,LIMA,2020-10-31,60,64435
Peru,PER,LIMA,2020-11-01,66,64501
Peru,PER,LIMA,2020-11-02,61,64562
Peru,PER,LIMA,2020-11-03,57,64619
Peru,PER,LIMA,2020-11-04,85,64704
Peru,PER,LIMA,2020-11-05,57,64761
Peru,PER,LIMA,2020-11-06,68,64829
Peru,PER,LIMA,2020-11-07,50,64879
Peru,PER,LIMA,2020-11-08,73,64952
Peru,PER,LIMA,2020-11-09,64,65016
Peru,PER,LIMA,2020-11-10,78,65094
Peru,PER,LIMA,2020-11-11,41,65135
Peru,PER,LIMA,2020-11-12,47,65182
Peru,PER,LIMA,2020-11-13,54,65236
Peru,PER,LIMA,2020-11-14,63,65299
Peru,PER,LIMA,2020-11-15,34,65333
Peru,PER,LIMA,2020-11-16,31,65364
Peru,PER,LIMA,2020-11-17,59,65423
Peru,PER,LIMA,2020-11-18,50,65473
Peru,PER,LIMA,2020-11-19,44,65517
Peru,PER,LIMA,2020-11-20,65,65582
Peru,PER,LIMA,2020-11-21,69,65651
Peru,PER,LIMA,2020-11-22,51,65702
Peru,PER,LIMA,2020-11-23,51,65753
Peru,PER,LIMA,2020-11-24,52,65805
Peru,PER,LIMA,2020-11-25,43,65848
Peru,PER,LIMA,2020-11-26,52,65900
Peru,PER,LIMA,2020-11-27,49,65949
Peru,PER,LIMA,2020-11-28,58,66007
Peru,PER,LIMA,2020-11-29,52,66059
Peru,PER,LIMA,2020-11-30,59,66118
Peru,PER,LIMA,2020-12-01,59,66177
Peru,PER,LIMA,2020-12-02,48,66225
Peru,PER,LIMA,2020-12-03,51,66276
Peru,PER,LIMA,2020-12-04,40,66316
Peru,PER,LIMA,2020-12-05,36,66352
Peru,PER,LIMA,2020-12-06,53,66405
Peru,PER,LIMA,2020-12-07,57,66462
Peru,PER,LIMA,2020-12-08,34,66496
Peru,PER,LIMA,2020-12-09,61,66557
Peru,PER,LIMA,2020-12-10,63,66620
Peru,PER,LIMA,2020-12-11,58,66678
Peru,PER,LIMA,2020-12-12,61,66739
Peru,PER,LIMA,2020-12-13,51,66790
Peru,PER,LIMA,2020-12-14,65,66855
Peru,PER,LIMA,2020-12-15,53,66908
Peru,PER,LIMA,2020-12-16,45,66953
Peru,PER,LIMA,2020-12-17,67,67020
Peru,PER,LIMA,2020-12-18,67,67087
Peru,PER,LIMA,2020-12-19,61,67148
Peru,PER,LIMA,2020-12-20,66,67214
Peru,PER,LIMA,2020-12-21,55,67269
Peru,PER,LIMA,2020-12-22,58,67327
Peru,PER,LIMA,2020-12-23,63,67390
Peru,PER,LIMA,2020-12-24,66,67456
Peru,PER,LIMA,2020-12-25,72,67528
Peru,PER,LIMA,2020-12-26,67,67595
Peru,PER,LIMA,2020-12-27,74,67669
Peru,PER,LIMA,2020-12-28,77,67746
Peru,PER,LIMA,2020-12-29,61,67807
Peru,PER,LIMA,2020-12-30,77,67884
Peru,PER,LIMA,2020-12-31,57,67941
Peru,PER,LIMA,2021-01-01,75,68016
Peru,PER,LIMA,2021-01-02,122,68138
Peru,PER,LIMA,2021-01-03,112,68250
Peru,PER,LIMA,2021-01-04,126,68376
Peru,PER,LIMA,2021-01-05,100,68476
Peru,PER,LIMA,2021-01-06,90,68566
Peru,PER,LIMA,2021-01-07,120,68686
Peru,PER,LIMA,2021-01-08,123,68809
Peru,PER,LIMA,2021-01-09,141,68950
Peru,PER,LIMA,2021-01-10,159,69109
Peru,PER,LIMA,2021-01-11,151,69260
Peru,PER,LIMA,2021-01-12,139,69399
Peru,PER,LIMA,2021-01-13,179,69578
Peru,PER,LIMA,2021-01-14,163,69741
Peru,PER,LIMA,2021-01-15,191,69932
Peru,PER,LIMA,2021-01-16,213,70145
Peru,PER,LIMA,2021-01-17,229,70374
Peru,PER,LIMA,2021-01-18,231,70605
Peru,PER,LIMA,2021-01-19,241,70846
Peru,PER,LIMA,2021-01-20,240,71086
Peru,PER,LIMA,2021-01-21,273,71359
Peru,PER,LIMA,2021-01-22,286,71645
Peru,PER,LIMA,2021-01-23,330,71975
Peru,PER,LIMA,2021-01-24,305,72280
Peru,PER,LIMA,2021-01-25,353,72633
Peru,PER,LIMA,2021-01-26,297,72930
Peru,PER,LIMA,2021-01-27,317,73247
Peru,PER,LIMA,2021-01-28,338,73585
Peru,PER,LIMA,2021-01-29,323,73908
Peru,PER,LIMA,2021-01-30,347,74255
Peru,PER,LIMA,2021-01-31,384,74639
Peru,PER,LIMA,2021-02-01,404,75043
Peru,PER,LIMA,2021-02-02,342,75385
Peru,PER,LIMA,2021-02-03,355,75740
Peru,PER,LIMA,2021-02-04,416,76156
Peru,PER,LIMA,2021-02-05,430,76586
Peru,PER,LIMA,2021-02-06,384,76970
Peru,PER,LIMA,2021-02-07,397,77367
Peru,PER,LIMA,2021-02-08,448,77815
Peru,PER,LIMA,2021-02-09,448,78263
Peru,PER,LIMA,2021-02-10,411,78674
Peru,PER,LIMA,2021-02-11,436,79110
Peru,PER,LIMA,2021-02-12,517,79627
Peru,PER,LIMA,2021-02-13,492,80119
Peru,PER,LIMA,2021-02-14,462,80581
Peru,PER,LIMA,2021-02-15,435,81016
Peru,PER,LIMA,2021-02-16,534,81550
Peru,PER,LIMA,2021-02-17,481,82031
Peru,PER,LIMA,2021-02-18,462,82493
Peru,PER,LIMA,2021-02-19,467,82960
Peru,PER,LIMA,2021-02-20,478,83438
Peru,PER,LIMA,2021-02-21,490,83928
Peru,PER,LIMA,2021-02-22,479,84407
Peru,PER,LIMA,2021-02-23,465,84872
Peru,PER,LIMA,2021-02-24,463,85335
Peru,PER,LIMA,2021-02-25,505,85840
Peru,PER,LIMA,2021-02-26,493,86333
Peru,PER,LIMA,2021-02-27,496,86829
Peru,PER,LIMA,2021-02-28,462,87291
Peru,PER,LIMA,2021-03-01,510,87801
Peru,PER,LIMA,2021-03-02,501,88302
Peru,PER,LIMA,2021-03-03,476,88778
Peru,PER,LIMA,2021-03-04,467,89245
Peru,PER,LIMA,2021-03-05,476,89721
Peru,PER,LIMA,2021-03-06,458,90179
Peru,PER,LIMA,2021-03-07,435,90614
Peru,PER,LIMA,2021-03-08,550,91164
Peru,PER,LIMA,2021-03-09,484,91648
Peru,PER,LIMA,2021-03-10,422,92070
Peru,PER,LIMA,2021-03-11,446,92516
Peru,PER,LIMA,2021-03-12,454,92970
Peru,PER,LIMA,2021-03-13,430,93400
Peru,PER,LIMA,2021-03-14,463,93863
Peru,PER,LIMA,2021-03-15,531,94394
Peru,PER,LIMA,2021-03-16,503,94897
Peru,PER,LIMA,2021-03-17,494,95391
Peru,PER,LIMA,2021-03-18,473,95864
Peru,PER,LIMA,2021-03-19,449,96313
Peru,PER,LIMA,2021-03-20,450,96763
Peru,PER,LIMA,2021-03-21,457,97220
Peru,PER,LIMA,2021-03-22,457,97677
Peru,PER,LIMA,2021-03-23,488,98165
Peru,PER,LIMA,2021-03-24,472,98637
Peru,PER,LIMA,2021-03-25,453,99090
Peru,PER,LIMA,2021-03-26,506,99596
Peru,PER,LIMA,2021-03-27,500,100096
Peru,PER,LIMA,2021-03-28,493,100589
Peru,PER,LIMA,2021-03-29,469,101058
Peru,PER,LIMA,2021-03-30,488,101546
Peru,PER,LIMA,2021-03-31,460,102006
Peru,PER,LIMA,2021-04-01,493,102499
Peru,PER,LIMA,2021-04-02,472,102971
Peru,PER,LIMA,2021-04-03,489,103460
Peru,PER,LIMA,2021-04-04,462,103922
Peru,PER,LIMA,2021-04-05,483,104405
Peru,PER,LIMA,2021-04-06,479,104884
Peru,PER,LIMA,2021-04-07,467,105351
Peru,PER,LIMA,2021-04-08,479,105830
Peru,PER,LIMA,2021-04-09,499,106329
Peru,PER,LIMA,2021-04-10,474,106803
Peru,PER,LIMA,2021-04-11,458,107261
Peru,PER,LIMA,2021-04-12,518,107779
Peru,PER,LIMA,2021-04-13,484,108263
Peru,PER,LIMA,2021-04-14,427,108690
Peru,PER,LIMA,2021-04-15,488,109178
Peru,PER,LIMA,2021-04-16,483,109661
Peru,PER,LIMA,2021-04-17,443,110104
Peru,PER,LIMA,2021-04-18,455,110559
Peru,PER,LIMA,2021-04-19,453,111012
Peru,PER,LIMA,2021-04-20,472,111484
Peru,PER,LIMA,2021-04-21,448,111932
Peru,PER,LIMA,2021-04-22,431,112363
Peru,PER,LIMA,2021-04-23,433,112796
Peru,PER,LIMA,2021-04-24,395,113191
Peru,PER,LIMA,2021-04-25,436,113627
Peru,PER,LIMA,2021-04-26,410,114037
Peru,PER,LIMA,2021-04-27,355,114392
Peru,PER,LIMA,2021-04-28,407,114799
Peru,PER,LIMA,2021-04-29,406,115205
Peru,PER,LIMA,2021-04-30,351,115556
Peru,PER,LIMA,2021-05-01,356,115912
Peru,PER,LIMA,2021-05-02,377,116289
Peru,PER,LIMA,2021-05-03,325,116614
Peru,PER,LIMA,2021-05-04,307,116921
Peru,PER,LIMA,2021-05-05,327,117248
Peru,PER,LIMA,2021-05-06,327,117575
Peru,PER,LIMA,2021-05-07,300,117875
Peru,PER,LIMA,2021-05-08,277,118152
Peru,PER,LIMA,2021-05-09,300,118452
Peru,PER,LIMA,2021-05-10,292,118744
Peru,PER,LIMA,2021-05-11,266,119010
Peru,PER,LIMA,2021-05-12,257,119267
Peru,PER,LIMA,2021-05-13,260,119527
Peru,PER,LIMA,2021-05-14,252,119779
Peru,PER,LIMA,2021-05-15,256,120035
Peru,PER,LIMA,2021-05-16,220,120255
Peru,PER,LIMA,2021-05-17,220,120475
Peru,PER,LIMA,2021-05-18,175,120650
Peru,PER,LIMA,2021-05-19,203,120853
Peru,PER,LIMA,2021-05-20,178,121031
Peru,PER,LIMA,2021-05-21,214,121245
Peru,PER,LIMA,2021-05-22,192,121437
Peru,PER,LIMA,2021-05-23,197,121634
Peru,PER,LIMA,2021-05-24,168,121802
Peru,PER,LIMA,2021-05-25,186,121988
Peru,PER,LIMA,2021-05-26,187,122175
Peru,PER,LIMA,2021-05-27,180,122355
Peru,PER,LIMA,2021-05-28,165,122520
Peru,PER,LIMA,2021-05-29,136,122656
Peru,PER,LIMA,2021-05-30,137,122793
Peru,PER,LIMA,2021-05-31,146,122939
Peru,PER,LIMA,2021-06-01,121,123060
Peru,PER,LIMA,2021-06-02,134,123194
Peru,PER,LIMA,2021-06-03,134,123328
Peru,PER,LIMA,2021-06-04,111,123439
Peru,PER,LIMA,2021-06-05,129,123568
Peru,PER,LIMA,2021-06-06,118,123686
Peru,PER,LIMA,2021-06-07,104,123790
Peru,PER,LIMA,2021-06-08,93,123883
Peru,PER,LIMA,2021-06-09,103,123986
Peru,PER,LIMA,2021-06-10,114,124100
Peru,PER,LIMA,2021-06-11,85,124185
Peru,PER,LIMA,2021-06-12,89,124274
Peru,PER,LIMA,2021-06-13,71,124345
Peru,PER,LIMA,2021-06-14,78,124423
Peru,PER,LIMA,2021-06-15,83,124506
Peru,PER,LIMA,2021-06-16,84,124590
Peru,PER,LIMA,2021-06-17,79,124669
Peru,PER,LIMA,2021-06-18,76,124745
Peru,PER,LIMA,2021-06-19,60,124805
Peru,PER,LIMA,2021-06-20,77,124882
Peru,PER,LIMA,2021-06-21,70,124952
Peru,PER,LIMA,2021-06-22,65,125017
Peru,PER,LIMA,2021-06-23,61,125078
Peru,PER,LIMA,2021-06-24,64,125142
Peru,PER,LIMA,2021-06-25,59,125201
Peru,PER,LIMA,2021-06-26,56,125257
Peru,PER,LIMA,2021-06-27,57,125314
Peru,PER,LIMA,2021-06-28,49,125363
Peru,PER,LIMA,2021-06-29,53,125416
Peru,PER,LIMA,2021-06-30,51,125467
Peru,PER,LIMA,2021-07-01,51,125518
Peru,PER,LIMA,2021-07-02,45,125563
Peru,PER,LIMA,2021-07-03,44,125607
Peru,PER,LIMA,2021-07-04,45,125652
Peru,PER,LIMA,2021-07-05,49,125701
Peru,PER,LIMA,2021-07-06,43,125744
Peru,PER,LIMA,2021-07-07,41,125785
Peru,PER,LIMA,2021-07-08,41,125826
Peru,PER,LIMA,2021-07-09,48,125874
Peru,PER,LIMA,2021-07-10,34,125908
Peru,PER,LIMA,2021-07-11,33,125941
Peru,PER,LIMA,2021-07-12,38,125979
Peru,PER,LIMA,2021-07-13,37,126016
Peru,PER,LIMA,2021-07-14,21,126037
