fecha_resultado,pais,iso3c,departamento,n,n_acum
2020-03-21,Peru,PER,LIMA REGION,3,3
2020-03-22,Peru,PER,LIMA REGION,3,3
2020-03-23,Peru,PER,LIMA REGION,3,3
2020-03-24,Peru,PER,LIMA REGION,3,3
2020-03-25,Peru,PER,LIMA REGION,1,4
2020-03-26,Peru,PER,LIMA REGION,1,4
2020-03-27,Peru,PER,LIMA REGION,1,4
2020-03-28,Peru,PER,LIMA REGION,1,5
2020-03-29,Peru,PER,LIMA REGION,1,5
2020-03-30,Peru,PER,LIMA REGION,6,11
2020-03-31,Peru,PER,LIMA REGION,2,13
2020-04-01,Peru,PER,LIMA REGION,3,16
2020-04-02,Peru,PER,LIMA REGION,2,18
2020-04-03,Peru,PER,LIMA REGION,16,34
2020-04-04,Peru,PER,LIMA REGION,19,53
2020-04-05,Peru,PER,LIMA REGION,5,58
2020-04-06,Peru,PER,LIMA REGION,9,67
2020-04-07,Peru,PER,LIMA REGION,18,85
2020-04-08,Peru,PER,LIMA REGION,22,107
2020-04-09,Peru,PER,LIMA REGION,16,123
2020-04-10,Peru,PER,LIMA REGION,26,149
2020-04-11,Peru,PER,LIMA REGION,24,173
2020-04-12,Peru,PER,LIMA REGION,8,181
2020-04-13,Peru,PER,LIMA REGION,18,199
2020-04-14,Peru,PER,LIMA REGION,8,207
2020-04-15,Peru,PER,LIMA REGION,30,237
2020-04-16,Peru,PER,LIMA REGION,23,260
2020-04-17,Peru,PER,LIMA REGION,31,291
2020-04-18,Peru,PER,LIMA REGION,31,322
2020-04-19,Peru,PER,LIMA REGION,38,360
2020-04-20,Peru,PER,LIMA REGION,51,411
2020-04-21,Peru,PER,LIMA REGION,51,462
2020-04-22,Peru,PER,LIMA REGION,70,532
2020-04-23,Peru,PER,LIMA REGION,50,582
2020-04-24,Peru,PER,LIMA REGION,58,640
2020-04-25,Peru,PER,LIMA REGION,88,728
2020-04-26,Peru,PER,LIMA REGION,34,762
2020-04-27,Peru,PER,LIMA REGION,103,865
2020-04-28,Peru,PER,LIMA REGION,66,931
2020-04-29,Peru,PER,LIMA REGION,74,1005
2020-04-30,Peru,PER,LIMA REGION,146,1151
2020-05-01,Peru,PER,LIMA REGION,107,1258
2020-05-02,Peru,PER,LIMA REGION,92,1350
2020-05-03,Peru,PER,LIMA REGION,65,1415
2020-05-04,Peru,PER,LIMA REGION,233,1648
2020-05-05,Peru,PER,LIMA REGION,109,1757
2020-05-06,Peru,PER,LIMA REGION,49,1806
2020-05-07,Peru,PER,LIMA REGION,102,1908
2020-05-08,Peru,PER,LIMA REGION,72,1980
2020-05-09,Peru,PER,LIMA REGION,43,2023
2020-05-10,Peru,PER,LIMA REGION,13,2036
2020-05-11,Peru,PER,LIMA REGION,124,2160
2020-05-12,Peru,PER,LIMA REGION,95,2255
2020-05-13,Peru,PER,LIMA REGION,178,2433
2020-05-14,Peru,PER,LIMA REGION,79,2512
2020-05-15,Peru,PER,LIMA REGION,210,2722
2020-05-16,Peru,PER,LIMA REGION,110,2832
2020-05-17,Peru,PER,LIMA REGION,50,2882
2020-05-18,Peru,PER,LIMA REGION,198,3080
2020-05-19,Peru,PER,LIMA REGION,158,3238
2020-05-20,Peru,PER,LIMA REGION,199,3437
2020-05-21,Peru,PER,LIMA REGION,99,3536
2020-05-22,Peru,PER,LIMA REGION,197,3733
2020-05-23,Peru,PER,LIMA REGION,258,3991
2020-05-24,Peru,PER,LIMA REGION,59,4050
2020-05-25,Peru,PER,LIMA REGION,303,4353
2020-05-26,Peru,PER,LIMA REGION,286,4639
2020-05-27,Peru,PER,LIMA REGION,256,4895
2020-05-28,Peru,PER,LIMA REGION,200,5095
2020-05-29,Peru,PER,LIMA REGION,238,5333
2020-05-30,Peru,PER,LIMA REGION,194,5527
2020-05-31,Peru,PER,LIMA REGION,102,5629
2020-06-01,Peru,PER,LIMA REGION,164,5793
2020-06-02,Peru,PER,LIMA REGION,123,5916
2020-06-03,Peru,PER,LIMA REGION,223,6139
2020-06-04,Peru,PER,LIMA REGION,146,6285
2020-06-05,Peru,PER,LIMA REGION,241,6526
2020-06-06,Peru,PER,LIMA REGION,228,6754
2020-06-07,Peru,PER,LIMA REGION,169,6923
2020-06-08,Peru,PER,LIMA REGION,182,7105
2020-06-09,Peru,PER,LIMA REGION,269,7374
2020-06-10,Peru,PER,LIMA REGION,285,7659
2020-06-11,Peru,PER,LIMA REGION,392,8051
2020-06-12,Peru,PER,LIMA REGION,369,8420
2020-06-13,Peru,PER,LIMA REGION,251,8671
2020-06-14,Peru,PER,LIMA REGION,178,8849
2020-06-15,Peru,PER,LIMA REGION,230,9079
2020-06-16,Peru,PER,LIMA REGION,258,9337
2020-06-17,Peru,PER,LIMA REGION,256,9593
2020-06-18,Peru,PER,LIMA REGION,158,9751
2020-06-19,Peru,PER,LIMA REGION,182,9933
2020-06-20,Peru,PER,LIMA REGION,268,10201
2020-06-21,Peru,PER,LIMA REGION,92,10293
2020-06-22,Peru,PER,LIMA REGION,453,10746
2020-06-23,Peru,PER,LIMA REGION,185,10931
2020-06-24,Peru,PER,LIMA REGION,256,11187
2020-06-25,Peru,PER,LIMA REGION,228,11415
2020-06-26,Peru,PER,LIMA REGION,170,11585
2020-06-27,Peru,PER,LIMA REGION,166,11751
2020-06-28,Peru,PER,LIMA REGION,47,11798
2020-06-29,Peru,PER,LIMA REGION,146,11944
2020-06-30,Peru,PER,LIMA REGION,146,12090
2020-07-01,Peru,PER,LIMA REGION,188,12278
2020-07-02,Peru,PER,LIMA REGION,182,12460
2020-07-03,Peru,PER,LIMA REGION,200,12660
2020-07-04,Peru,PER,LIMA REGION,112,12772
2020-07-05,Peru,PER,LIMA REGION,99,12871
2020-07-06,Peru,PER,LIMA REGION,187,13058
2020-07-07,Peru,PER,LIMA REGION,203,13261
2020-07-08,Peru,PER,LIMA REGION,131,13392
2020-07-09,Peru,PER,LIMA REGION,72,13464
2020-07-10,Peru,PER,LIMA REGION,232,13696
2020-07-11,Peru,PER,LIMA REGION,266,13962
2020-07-12,Peru,PER,LIMA REGION,90,14052
2020-07-13,Peru,PER,LIMA REGION,121,14173
2020-07-14,Peru,PER,LIMA REGION,386,14559
2020-07-15,Peru,PER,LIMA REGION,221,14780
2020-07-16,Peru,PER,LIMA REGION,266,15046
2020-07-17,Peru,PER,LIMA REGION,252,15298
2020-07-18,Peru,PER,LIMA REGION,250,15548
2020-07-19,Peru,PER,LIMA REGION,41,15589
2020-07-20,Peru,PER,LIMA REGION,374,15963
2020-07-21,Peru,PER,LIMA REGION,261,16224
2020-07-22,Peru,PER,LIMA REGION,285,16509
2020-07-23,Peru,PER,LIMA REGION,224,16733
2020-07-24,Peru,PER,LIMA REGION,284,17017
2020-07-25,Peru,PER,LIMA REGION,177,17194
2020-07-26,Peru,PER,LIMA REGION,58,17252
2020-07-27,Peru,PER,LIMA REGION,252,17504
2020-07-28,Peru,PER,LIMA REGION,83,17587
2020-07-29,Peru,PER,LIMA REGION,132,17719
2020-07-30,Peru,PER,LIMA REGION,250,17969
2020-07-31,Peru,PER,LIMA REGION,216,18185
2020-08-01,Peru,PER,LIMA REGION,142,18327
2020-08-02,Peru,PER,LIMA REGION,96,18423
2020-08-03,Peru,PER,LIMA REGION,297,18720
2020-08-04,Peru,PER,LIMA REGION,252,18972
2020-08-05,Peru,PER,LIMA REGION,320,19292
2020-08-06,Peru,PER,LIMA REGION,203,19495
2020-08-07,Peru,PER,LIMA REGION,206,19701
2020-08-08,Peru,PER,LIMA REGION,197,19898
2020-08-09,Peru,PER,LIMA REGION,130,20028
2020-08-10,Peru,PER,LIMA REGION,170,20198
2020-08-11,Peru,PER,LIMA REGION,191,20389
2020-08-12,Peru,PER,LIMA REGION,342,20731
2020-08-13,Peru,PER,LIMA REGION,210,20941
2020-08-14,Peru,PER,LIMA REGION,256,21197
2020-08-15,Peru,PER,LIMA REGION,191,21388
2020-08-16,Peru,PER,LIMA REGION,92,21480
2020-08-17,Peru,PER,LIMA REGION,238,21718
2020-08-18,Peru,PER,LIMA REGION,220,21938
2020-08-19,Peru,PER,LIMA REGION,181,22119
2020-08-20,Peru,PER,LIMA REGION,164,22283
2020-08-21,Peru,PER,LIMA REGION,158,22441
2020-08-22,Peru,PER,LIMA REGION,96,22537
2020-08-23,Peru,PER,LIMA REGION,41,22578
2020-08-24,Peru,PER,LIMA REGION,211,22789
2020-08-25,Peru,PER,LIMA REGION,243,23032
2020-08-26,Peru,PER,LIMA REGION,53,23085
2020-03-16,Peru,PER,LORETO,1,1
2020-03-17,Peru,PER,LORETO,9,10
2020-03-18,Peru,PER,LORETO,1,11
2020-03-19,Peru,PER,LORETO,1,12
2020-03-20,Peru,PER,LORETO,2,14
2020-03-21,Peru,PER,LORETO,2,16
2020-03-22,Peru,PER,LORETO,2,16
2020-03-23,Peru,PER,LORETO,2,16
2020-03-24,Peru,PER,LORETO,2,18
2020-03-25,Peru,PER,LORETO,2,18
2020-03-26,Peru,PER,LORETO,5,23
2020-03-27,Peru,PER,LORETO,4,27
2020-03-28,Peru,PER,LORETO,25,52
2020-03-29,Peru,PER,LORETO,1,53
2020-03-30,Peru,PER,LORETO,5,58
2020-03-31,Peru,PER,LORETO,4,62
2020-04-01,Peru,PER,LORETO,11,73
2020-04-02,Peru,PER,LORETO,9,82
2020-04-03,Peru,PER,LORETO,25,107
2020-04-04,Peru,PER,LORETO,40,147
2020-04-05,Peru,PER,LORETO,31,178
2020-04-06,Peru,PER,LORETO,10,188
2020-04-07,Peru,PER,LORETO,100,288
2020-04-08,Peru,PER,LORETO,68,356
2020-04-09,Peru,PER,LORETO,4,360
2020-04-10,Peru,PER,LORETO,7,367
2020-04-11,Peru,PER,LORETO,13,380
2020-04-12,Peru,PER,LORETO,25,405
2020-04-13,Peru,PER,LORETO,26,431
2020-04-14,Peru,PER,LORETO,31,462
2020-04-15,Peru,PER,LORETO,12,474
2020-04-16,Peru,PER,LORETO,8,482
2020-04-17,Peru,PER,LORETO,58,540
2020-04-18,Peru,PER,LORETO,71,611
2020-04-19,Peru,PER,LORETO,42,653
2020-04-20,Peru,PER,LORETO,42,695
2020-04-21,Peru,PER,LORETO,19,714
2020-04-22,Peru,PER,LORETO,18,732
2020-04-23,Peru,PER,LORETO,25,757
2020-04-24,Peru,PER,LORETO,79,836
2020-04-25,Peru,PER,LORETO,84,920
2020-04-26,Peru,PER,LORETO,59,979
2020-04-27,Peru,PER,LORETO,74,1053
2020-04-28,Peru,PER,LORETO,173,1226
2020-04-29,Peru,PER,LORETO,230,1456
2020-04-30,Peru,PER,LORETO,94,1550
2020-05-01,Peru,PER,LORETO,145,1695
2020-05-02,Peru,PER,LORETO,106,1801
2020-05-03,Peru,PER,LORETO,25,1826
2020-05-04,Peru,PER,LORETO,133,1959
2020-05-05,Peru,PER,LORETO,60,2019
2020-05-06,Peru,PER,LORETO,110,2129
2020-05-07,Peru,PER,LORETO,76,2205
2020-05-08,Peru,PER,LORETO,126,2331
2020-05-09,Peru,PER,LORETO,105,2436
2020-05-10,Peru,PER,LORETO,51,2487
2020-05-11,Peru,PER,LORETO,193,2680
2020-05-12,Peru,PER,LORETO,124,2804
2020-05-13,Peru,PER,LORETO,157,2961
2020-05-14,Peru,PER,LORETO,133,3094
2020-05-15,Peru,PER,LORETO,240,3334
2020-05-16,Peru,PER,LORETO,156,3490
2020-05-17,Peru,PER,LORETO,76,3566
2020-05-18,Peru,PER,LORETO,165,3731
2020-05-19,Peru,PER,LORETO,257,3988
2020-05-20,Peru,PER,LORETO,195,4183
2020-05-21,Peru,PER,LORETO,202,4385
2020-05-22,Peru,PER,LORETO,152,4537
2020-05-23,Peru,PER,LORETO,149,4686
2020-05-24,Peru,PER,LORETO,96,4782
2020-05-25,Peru,PER,LORETO,135,4917
2020-05-26,Peru,PER,LORETO,204,5121
2020-05-27,Peru,PER,LORETO,148,5269
2020-05-28,Peru,PER,LORETO,83,5352
2020-05-29,Peru,PER,LORETO,183,5535
2020-05-30,Peru,PER,LORETO,107,5642
2020-05-31,Peru,PER,LORETO,290,5932
2020-06-01,Peru,PER,LORETO,149,6081
2020-06-02,Peru,PER,LORETO,156,6237
2020-06-03,Peru,PER,LORETO,70,6307
2020-06-04,Peru,PER,LORETO,178,6485
2020-06-05,Peru,PER,LORETO,286,6771
2020-06-06,Peru,PER,LORETO,181,6952
2020-06-07,Peru,PER,LORETO,27,6979
2020-06-08,Peru,PER,LORETO,169,7148
2020-06-09,Peru,PER,LORETO,117,7265
2020-06-10,Peru,PER,LORETO,221,7486
2020-06-11,Peru,PER,LORETO,221,7707
2020-06-12,Peru,PER,LORETO,196,7903
2020-06-13,Peru,PER,LORETO,157,8060
2020-06-14,Peru,PER,LORETO,16,8076
2020-06-15,Peru,PER,LORETO,66,8142
2020-06-16,Peru,PER,LORETO,61,8203
2020-06-17,Peru,PER,LORETO,74,8277
2020-06-18,Peru,PER,LORETO,136,8413
2020-06-19,Peru,PER,LORETO,126,8539
2020-06-20,Peru,PER,LORETO,92,8631
2020-06-21,Peru,PER,LORETO,15,8646
2020-06-22,Peru,PER,LORETO,242,8888
2020-06-23,Peru,PER,LORETO,113,9001
2020-06-24,Peru,PER,LORETO,37,9038
2020-06-25,Peru,PER,LORETO,65,9103
2020-06-26,Peru,PER,LORETO,87,9190
2020-06-27,Peru,PER,LORETO,42,9232
2020-06-28,Peru,PER,LORETO,30,9262
2020-06-29,Peru,PER,LORETO,52,9314
2020-06-30,Peru,PER,LORETO,57,9371
2020-07-01,Peru,PER,LORETO,123,9494
2020-07-02,Peru,PER,LORETO,73,9567
2020-07-03,Peru,PER,LORETO,61,9628
2020-07-04,Peru,PER,LORETO,69,9697
2020-07-05,Peru,PER,LORETO,44,9741
2020-07-06,Peru,PER,LORETO,109,9850
2020-07-07,Peru,PER,LORETO,116,9966
2020-07-08,Peru,PER,LORETO,55,10021
2020-07-09,Peru,PER,LORETO,58,10079
2020-07-10,Peru,PER,LORETO,110,10189
2020-07-11,Peru,PER,LORETO,89,10278
2020-07-12,Peru,PER,LORETO,49,10327
2020-07-13,Peru,PER,LORETO,71,10398
2020-07-14,Peru,PER,LORETO,77,10475
2020-07-15,Peru,PER,LORETO,81,10556
2020-07-16,Peru,PER,LORETO,73,10629
2020-07-17,Peru,PER,LORETO,112,10741
2020-07-18,Peru,PER,LORETO,69,10810
2020-07-19,Peru,PER,LORETO,18,10828
2020-07-20,Peru,PER,LORETO,146,10974
2020-07-21,Peru,PER,LORETO,77,11051
2020-07-22,Peru,PER,LORETO,69,11120
2020-07-23,Peru,PER,LORETO,149,11269
2020-07-24,Peru,PER,LORETO,155,11424
2020-07-25,Peru,PER,LORETO,100,11524
2020-07-26,Peru,PER,LORETO,40,11564
2020-07-27,Peru,PER,LORETO,176,11740
2020-07-28,Peru,PER,LORETO,53,11793
2020-07-29,Peru,PER,LORETO,128,11921
2020-07-30,Peru,PER,LORETO,156,12077
2020-07-31,Peru,PER,LORETO,105,12182
2020-08-01,Peru,PER,LORETO,130,12312
2020-08-02,Peru,PER,LORETO,44,12356
2020-08-03,Peru,PER,LORETO,154,12510
2020-08-04,Peru,PER,LORETO,112,12622
2020-08-05,Peru,PER,LORETO,82,12704
2020-08-06,Peru,PER,LORETO,122,12826
2020-08-07,Peru,PER,LORETO,102,12928
2020-08-08,Peru,PER,LORETO,94,13022
2020-08-09,Peru,PER,LORETO,28,13050
2020-08-10,Peru,PER,LORETO,153,13203
2020-08-11,Peru,PER,LORETO,126,13329
2020-08-12,Peru,PER,LORETO,132,13461
2020-08-13,Peru,PER,LORETO,141,13602
2020-08-14,Peru,PER,LORETO,173,13775
2020-08-15,Peru,PER,LORETO,104,13879
2020-08-16,Peru,PER,LORETO,28,13907
2020-08-17,Peru,PER,LORETO,124,14031
2020-08-18,Peru,PER,LORETO,144,14175
2020-08-19,Peru,PER,LORETO,133,14308
2020-08-20,Peru,PER,LORETO,145,14453
2020-08-21,Peru,PER,LORETO,78,14531
2020-08-22,Peru,PER,LORETO,60,14591
2020-08-23,Peru,PER,LORETO,26,14617
2020-08-24,Peru,PER,LORETO,133,14750
2020-08-25,Peru,PER,LORETO,132,14882
2020-08-26,Peru,PER,LORETO,26,14908
2020-03-18,Peru,PER,MADRE DE DIOS,1,1
2020-03-19,Peru,PER,MADRE DE DIOS,1,1
2020-03-20,Peru,PER,MADRE DE DIOS,1,1
2020-03-21,Peru,PER,MADRE DE DIOS,1,1
2020-03-22,Peru,PER,MADRE DE DIOS,1,1
2020-03-23,Peru,PER,MADRE DE DIOS,1,1
2020-03-24,Peru,PER,MADRE DE DIOS,1,1
2020-03-25,Peru,PER,MADRE DE DIOS,1,1
2020-03-26,Peru,PER,MADRE DE DIOS,1,1
2020-03-27,Peru,PER,MADRE DE DIOS,1,1
2020-03-28,Peru,PER,MADRE DE DIOS,1,1
2020-03-29,Peru,PER,MADRE DE DIOS,1,1
2020-03-30,Peru,PER,MADRE DE DIOS,1,1
2020-03-31,Peru,PER,MADRE DE DIOS,1,1
2020-04-01,Peru,PER,MADRE DE DIOS,1,2
2020-04-02,Peru,PER,MADRE DE DIOS,1,2
2020-04-03,Peru,PER,MADRE DE DIOS,1,2
2020-04-04,Peru,PER,MADRE DE DIOS,1,2
2020-04-05,Peru,PER,MADRE DE DIOS,1,2
2020-04-06,Peru,PER,MADRE DE DIOS,1,2
2020-04-07,Peru,PER,MADRE DE DIOS,1,2
2020-04-08,Peru,PER,MADRE DE DIOS,3,5
2020-04-09,Peru,PER,MADRE DE DIOS,1,6
2020-04-10,Peru,PER,MADRE DE DIOS,1,6
2020-04-11,Peru,PER,MADRE DE DIOS,16,22
2020-04-12,Peru,PER,MADRE DE DIOS,14,36
2020-04-13,Peru,PER,MADRE DE DIOS,5,41
2020-04-14,Peru,PER,MADRE DE DIOS,4,45
2020-04-15,Peru,PER,MADRE DE DIOS,7,52
2020-04-16,Peru,PER,MADRE DE DIOS,6,58
2020-04-17,Peru,PER,MADRE DE DIOS,5,63
2020-04-18,Peru,PER,MADRE DE DIOS,4,67
2020-04-19,Peru,PER,MADRE DE DIOS,4,67
2020-04-20,Peru,PER,MADRE DE DIOS,5,72
2020-04-21,Peru,PER,MADRE DE DIOS,6,78
2020-04-22,Peru,PER,MADRE DE DIOS,13,91
2020-04-23,Peru,PER,MADRE DE DIOS,3,94
2020-04-24,Peru,PER,MADRE DE DIOS,3,97
2020-04-25,Peru,PER,MADRE DE DIOS,7,104
2020-04-26,Peru,PER,MADRE DE DIOS,1,105
2020-04-27,Peru,PER,MADRE DE DIOS,10,115
2020-04-28,Peru,PER,MADRE DE DIOS,3,118
2020-04-29,Peru,PER,MADRE DE DIOS,8,126
2020-04-30,Peru,PER,MADRE DE DIOS,3,129
2020-05-01,Peru,PER,MADRE DE DIOS,3,132
2020-05-02,Peru,PER,MADRE DE DIOS,3,135
2020-05-03,Peru,PER,MADRE DE DIOS,3,135
2020-05-04,Peru,PER,MADRE DE DIOS,5,140
2020-05-05,Peru,PER,MADRE DE DIOS,5,145
2020-05-06,Peru,PER,MADRE DE DIOS,6,151
2020-05-07,Peru,PER,MADRE DE DIOS,3,154
2020-05-08,Peru,PER,MADRE DE DIOS,5,159
2020-05-09,Peru,PER,MADRE DE DIOS,14,173
2020-05-10,Peru,PER,MADRE DE DIOS,14,173
2020-05-11,Peru,PER,MADRE DE DIOS,18,191
2020-05-12,Peru,PER,MADRE DE DIOS,12,203
2020-05-13,Peru,PER,MADRE DE DIOS,17,220
2020-05-14,Peru,PER,MADRE DE DIOS,10,230
2020-05-15,Peru,PER,MADRE DE DIOS,5,235
2020-05-16,Peru,PER,MADRE DE DIOS,20,255
2020-05-17,Peru,PER,MADRE DE DIOS,20,255
2020-05-18,Peru,PER,MADRE DE DIOS,17,272
2020-05-19,Peru,PER,MADRE DE DIOS,10,282
2020-05-20,Peru,PER,MADRE DE DIOS,6,288
2020-05-21,Peru,PER,MADRE DE DIOS,10,298
2020-05-22,Peru,PER,MADRE DE DIOS,42,340
2020-05-23,Peru,PER,MADRE DE DIOS,32,372
2020-05-24,Peru,PER,MADRE DE DIOS,1,373
2020-05-25,Peru,PER,MADRE DE DIOS,39,412
2020-05-26,Peru,PER,MADRE DE DIOS,21,433
2020-05-27,Peru,PER,MADRE DE DIOS,27,460
2020-05-28,Peru,PER,MADRE DE DIOS,54,514
2020-05-29,Peru,PER,MADRE DE DIOS,53,567
2020-05-30,Peru,PER,MADRE DE DIOS,23,590
2020-05-31,Peru,PER,MADRE DE DIOS,2,592
2020-06-01,Peru,PER,MADRE DE DIOS,42,634
2020-06-02,Peru,PER,MADRE DE DIOS,36,670
2020-06-03,Peru,PER,MADRE DE DIOS,39,709
2020-06-04,Peru,PER,MADRE DE DIOS,106,815
2020-06-05,Peru,PER,MADRE DE DIOS,26,841
2020-06-06,Peru,PER,MADRE DE DIOS,23,864
2020-06-07,Peru,PER,MADRE DE DIOS,8,872
2020-06-08,Peru,PER,MADRE DE DIOS,56,928
2020-06-09,Peru,PER,MADRE DE DIOS,39,967
2020-06-10,Peru,PER,MADRE DE DIOS,63,1030
2020-06-11,Peru,PER,MADRE DE DIOS,30,1060
2020-06-12,Peru,PER,MADRE DE DIOS,34,1094
2020-06-13,Peru,PER,MADRE DE DIOS,38,1132
2020-06-14,Peru,PER,MADRE DE DIOS,7,1139
2020-06-15,Peru,PER,MADRE DE DIOS,64,1203
2020-06-16,Peru,PER,MADRE DE DIOS,105,1308
2020-06-17,Peru,PER,MADRE DE DIOS,43,1351
2020-06-18,Peru,PER,MADRE DE DIOS,24,1375
2020-06-19,Peru,PER,MADRE DE DIOS,63,1438
2020-06-20,Peru,PER,MADRE DE DIOS,38,1476
2020-06-21,Peru,PER,MADRE DE DIOS,5,1481
2020-06-22,Peru,PER,MADRE DE DIOS,42,1523
2020-06-23,Peru,PER,MADRE DE DIOS,55,1578
2020-06-24,Peru,PER,MADRE DE DIOS,42,1620
2020-06-25,Peru,PER,MADRE DE DIOS,69,1689
2020-06-26,Peru,PER,MADRE DE DIOS,63,1752
2020-06-27,Peru,PER,MADRE DE DIOS,81,1833
2020-06-28,Peru,PER,MADRE DE DIOS,14,1847
2020-06-29,Peru,PER,MADRE DE DIOS,41,1888
2020-06-30,Peru,PER,MADRE DE DIOS,74,1962
2020-07-01,Peru,PER,MADRE DE DIOS,78,2040
2020-07-02,Peru,PER,MADRE DE DIOS,72,2112
2020-07-03,Peru,PER,MADRE DE DIOS,72,2184
2020-07-04,Peru,PER,MADRE DE DIOS,58,2242
2020-07-05,Peru,PER,MADRE DE DIOS,12,2254
2020-07-06,Peru,PER,MADRE DE DIOS,58,2312
2020-07-07,Peru,PER,MADRE DE DIOS,51,2363
2020-07-08,Peru,PER,MADRE DE DIOS,9,2372
2020-07-09,Peru,PER,MADRE DE DIOS,9,2381
2020-07-10,Peru,PER,MADRE DE DIOS,53,2434
2020-07-11,Peru,PER,MADRE DE DIOS,39,2473
2020-07-12,Peru,PER,MADRE DE DIOS,9,2482
2020-07-13,Peru,PER,MADRE DE DIOS,15,2497
2020-07-14,Peru,PER,MADRE DE DIOS,77,2574
2020-07-15,Peru,PER,MADRE DE DIOS,2,2576
2020-07-16,Peru,PER,MADRE DE DIOS,18,2594
2020-07-17,Peru,PER,MADRE DE DIOS,48,2642
2020-07-18,Peru,PER,MADRE DE DIOS,43,2685
2020-07-19,Peru,PER,MADRE DE DIOS,9,2694
2020-07-20,Peru,PER,MADRE DE DIOS,73,2767
2020-07-21,Peru,PER,MADRE DE DIOS,58,2825
2020-07-22,Peru,PER,MADRE DE DIOS,67,2892
2020-07-23,Peru,PER,MADRE DE DIOS,87,2979
2020-07-24,Peru,PER,MADRE DE DIOS,92,3071
2020-07-25,Peru,PER,MADRE DE DIOS,71,3142
2020-07-26,Peru,PER,MADRE DE DIOS,17,3159
2020-07-27,Peru,PER,MADRE DE DIOS,103,3262
2020-07-28,Peru,PER,MADRE DE DIOS,73,3335
2020-07-29,Peru,PER,MADRE DE DIOS,66,3401
2020-07-30,Peru,PER,MADRE DE DIOS,100,3501
2020-07-31,Peru,PER,MADRE DE DIOS,148,3649
2020-08-01,Peru,PER,MADRE DE DIOS,51,3700
2020-08-02,Peru,PER,MADRE DE DIOS,16,3716
2020-08-03,Peru,PER,MADRE DE DIOS,84,3800
2020-08-04,Peru,PER,MADRE DE DIOS,86,3886
2020-08-05,Peru,PER,MADRE DE DIOS,95,3981
2020-08-06,Peru,PER,MADRE DE DIOS,200,4181
2020-08-07,Peru,PER,MADRE DE DIOS,60,4241
2020-08-08,Peru,PER,MADRE DE DIOS,40,4281
2020-08-09,Peru,PER,MADRE DE DIOS,17,4298
2020-08-10,Peru,PER,MADRE DE DIOS,88,4386
2020-08-11,Peru,PER,MADRE DE DIOS,73,4459
2020-08-12,Peru,PER,MADRE DE DIOS,140,4599
2020-08-13,Peru,PER,MADRE DE DIOS,144,4743
2020-08-14,Peru,PER,MADRE DE DIOS,104,4847
2020-08-15,Peru,PER,MADRE DE DIOS,44,4891
2020-08-16,Peru,PER,MADRE DE DIOS,6,4897
2020-08-17,Peru,PER,MADRE DE DIOS,72,4969
2020-08-18,Peru,PER,MADRE DE DIOS,112,5081
2020-08-19,Peru,PER,MADRE DE DIOS,101,5182
2020-08-20,Peru,PER,MADRE DE DIOS,97,5279
2020-08-21,Peru,PER,MADRE DE DIOS,65,5344
2020-08-22,Peru,PER,MADRE DE DIOS,69,5413
2020-08-23,Peru,PER,MADRE DE DIOS,1,5414
2020-08-24,Peru,PER,MADRE DE DIOS,67,5481
2020-08-25,Peru,PER,MADRE DE DIOS,161,5642
2020-08-26,Peru,PER,MADRE DE DIOS,12,5654
2020-04-04,Peru,PER,MOQUEGUA,1,1
2020-04-05,Peru,PER,MOQUEGUA,1,1
2020-04-06,Peru,PER,MOQUEGUA,1,2
2020-04-07,Peru,PER,MOQUEGUA,1,2
2020-04-08,Peru,PER,MOQUEGUA,1,3
2020-04-09,Peru,PER,MOQUEGUA,1,3
2020-04-10,Peru,PER,MOQUEGUA,4,7
2020-04-11,Peru,PER,MOQUEGUA,3,10
2020-04-12,Peru,PER,MOQUEGUA,3,10
2020-04-13,Peru,PER,MOQUEGUA,2,12
2020-04-14,Peru,PER,MOQUEGUA,6,18
2020-04-15,Peru,PER,MOQUEGUA,4,22
2020-04-16,Peru,PER,MOQUEGUA,5,27
2020-04-17,Peru,PER,MOQUEGUA,5,32
2020-04-18,Peru,PER,MOQUEGUA,5,32
2020-04-19,Peru,PER,MOQUEGUA,1,33
2020-04-20,Peru,PER,MOQUEGUA,9,42
2020-04-21,Peru,PER,MOQUEGUA,8,50
2020-04-22,Peru,PER,MOQUEGUA,4,54
2020-04-23,Peru,PER,MOQUEGUA,7,61
2020-04-24,Peru,PER,MOQUEGUA,16,77
2020-04-25,Peru,PER,MOQUEGUA,19,96
2020-04-26,Peru,PER,MOQUEGUA,6,102
2020-04-27,Peru,PER,MOQUEGUA,3,105
2020-04-28,Peru,PER,MOQUEGUA,12,117
2020-04-29,Peru,PER,MOQUEGUA,23,140
2020-04-30,Peru,PER,MOQUEGUA,10,150
2020-05-01,Peru,PER,MOQUEGUA,12,162
2020-05-02,Peru,PER,MOQUEGUA,6,168
2020-05-03,Peru,PER,MOQUEGUA,6,168
2020-05-04,Peru,PER,MOQUEGUA,16,184
2020-05-05,Peru,PER,MOQUEGUA,14,198
2020-05-06,Peru,PER,MOQUEGUA,5,203
2020-05-07,Peru,PER,MOQUEGUA,4,207
2020-05-08,Peru,PER,MOQUEGUA,25,232
2020-05-09,Peru,PER,MOQUEGUA,2,234
2020-05-10,Peru,PER,MOQUEGUA,2,234
2020-05-11,Peru,PER,MOQUEGUA,5,239
