pais,iso3c,fecha_fallecimiento,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-05-09,LAMBAYEQUE,NULL,Chiclayo,2,2
Peru,PER,2020-05-09,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,2,4
Peru,PER,2020-05-09,LAMBAYEQUE,NULL,MONSEFU,1,5
Peru,PER,2020-05-09,LAMBAYEQUE,NULL,NULL,6,11
Peru,PER,2020-05-09,LIMA,CAÑETE,IMPERIAL,1,1
Peru,PER,2020-05-09,LIMA,HUARAL,HUARAL,1,1
Peru,PER,2020-05-09,LIMA,HUAROCHIRI,SANTA EULALIA,1,1
Peru,PER,2020-05-09,LIMA,HUAURA,CALETA DE CARQUIN,1,1
Peru,PER,2020-05-09,LIMA,LIMA,COMAS,1,1
Peru,PER,2020-05-09,LIMA,LIMA,LIMA,1,2
Peru,PER,2020-05-09,LIMA,LIMA,LOS OLIVOS,1,3
Peru,PER,2020-05-09,LIMA,LIMA,RIMAC,1,4
Peru,PER,2020-05-09,LIMA,LIMA,SAN BORJA,1,5
Peru,PER,2020-05-09,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,6
Peru,PER,2020-05-09,LIMA,LIMA,SAN MARTIN DE PORRES,4,10
Peru,PER,2020-05-09,LIMA,NULL,NULL,19,19
Peru,PER,2020-05-09,LIMA,NULL,SAN MARTIN DE PORRES,1,20
Peru,PER,2020-05-09,LORETO,NULL,BELEN,1,1
Peru,PER,2020-05-09,LORETO,NULL,IQUITOS,2,3
Peru,PER,2020-05-09,LORETO,NULL,NULL,4,7
Peru,PER,2020-05-09,LORETO,NULL,PUNCHANA,3,10
Peru,PER,2020-05-09,LORETO,NULL,SAN JUAN BAUTISTA,5,15
Peru,PER,2020-05-09,MADRE DE DIOS,NULL,NULL,1,1
Peru,PER,2020-05-09,PIURA,MORROPON,CHULUCANAS,2,2
Peru,PER,2020-05-09,PIURA,NULL,NULL,4,4
Peru,PER,2020-05-09,PIURA,PIURA,CATACAOS,1,1
Peru,PER,2020-05-09,PIURA,PIURA,PIURA,2,3
Peru,PER,2020-05-09,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-09,SAN MARTIN,NULL,NULL,1,1
Peru,PER,2020-05-09,TUMBES,TUMBES,PAMPAS DE HOSPITAL,1,1
Peru,PER,2020-05-09,TUMBES,TUMBES,TUMBES,3,4
Peru,PER,2020-05-09,UCAYALI,CORONEL PORTILLO,CALLERIA,1,1
Peru,PER,2020-05-09,UCAYALI,NULL,NULL,2,2
Peru,PER,2020-05-10,AMAZONAS,NULL,NULL,2,2
Peru,PER,2020-05-10,ANCASH,NULL,CHIMBOTE,3,3
Peru,PER,2020-05-10,ANCASH,NULL,HUARAZ,1,4
Peru,PER,2020-05-10,AREQUIPA,NULL,NULL,1,1
Peru,PER,2020-05-10,CALLAO,NULL,CALLAO,6,6
Peru,PER,2020-05-10,CALLAO,NULL,NULL,1,7
Peru,PER,2020-05-10,ICA,CHINCHA,GROCIO PRADO,2,2
Peru,PER,2020-05-10,ICA,CHINCHA,SUNAMPE,1,3
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,Chiclayo,4,4
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,Jayanca,1,5
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,JAYANCA,1,6
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,7
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,LA VICTORIA,1,8
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,LAMBAYEQUE,1,9
Peru,PER,2020-05-10,LAMBAYEQUE,NULL,NULL,4,13
Peru,PER,2020-05-10,LIMA,LIMA,ATE,1,1
Peru,PER,2020-05-10,LIMA,LIMA,BREÑA,1,2
Peru,PER,2020-05-10,LIMA,LIMA,LA VICTORIA,1,3
Peru,PER,2020-05-10,LIMA,LIMA,LIMA,2,5
Peru,PER,2020-05-10,LIMA,LIMA,LINCE,1,6
Peru,PER,2020-05-10,LIMA,LIMA,LURIGANCHO,1,7
Peru,PER,2020-05-10,LIMA,LIMA,RIMAC,1,8
Peru,PER,2020-05-10,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,9
Peru,PER,2020-05-10,LIMA,LIMA,SAN MARTIN DE PORRES,1,10
Peru,PER,2020-05-10,LIMA,LIMA,SANTIAGO DE SURCO,1,11
Peru,PER,2020-05-10,LIMA,NULL,NULL,25,25
Peru,PER,2020-05-10,LORETO,NULL,NULL,3,3
Peru,PER,2020-05-10,PIURA,NULL,NULL,5,5
Peru,PER,2020-05-10,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-10,PIURA,PIURA,CASTILLA,4,4
Peru,PER,2020-05-10,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,9,13
Peru,PER,2020-05-10,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-10,SAN MARTIN,NULL,NULL,2,2
Peru,PER,2020-05-10,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-05-10,UCAYALI,CORONEL PORTILLO,MANANTAY,1,1
Peru,PER,2020-05-10,UCAYALI,PADRE ABAD,IRAZOLA,1,1
Peru,PER,2020-05-11,AMAZONAS,NULL,NULL,1,1
Peru,PER,2020-05-11,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-11,ANCASH,NULL,NULL,4,5
Peru,PER,2020-05-11,AREQUIPA,NULL,NULL,1,1
Peru,PER,2020-05-11,CALLAO,NULL,CALLAO,2,2
Peru,PER,2020-05-11,CALLAO,NULL,NULL,1,3
Peru,PER,2020-05-11,CALLAO,NULL,VENTANILLA,1,4
Peru,PER,2020-05-11,ICA,CHINCHA,CHINCHA ALTA,4,4
Peru,PER,2020-05-11,ICA,CHINCHA,GROCIO PRADO,1,5
Peru,PER,2020-05-11,ICA,CHINCHA,SUNAMPE,1,6
Peru,PER,2020-05-11,ICA,ICA,ICA,2,2
Peru,PER,2020-05-11,LA LIBERTAD,CHEPEN,CHEPEN,3,3
Peru,PER,2020-05-11,LA LIBERTAD,PACASMAYO,SAN JOSE,1,1
Peru,PER,2020-05-11,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1,1
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,Chiclayo,5,5
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,CHICLAYO,2,7
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,JAYANCA,1,8
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,9
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,LA VICTORIA,1,10
Peru,PER,2020-05-11,LAMBAYEQUE,NULL,NULL,2,12
Peru,PER,2020-05-11,LIMA,LIMA,LOS OLIVOS,1,1
Peru,PER,2020-05-11,LIMA,LIMA,SAN MARTIN DE PORRES,1,2
Peru,PER,2020-05-11,LIMA,NULL,NULL,17,17
Peru,PER,2020-05-11,LORETO,NULL,NULL,6,6
Peru,PER,2020-05-11,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-05-11,PIURA,NULL,NULL,3,3
Peru,PER,2020-05-11,PIURA,PIURA,CASTILLA,4,4
Peru,PER,2020-05-11,PIURA,PIURA,PIURA,3,7
Peru,PER,2020-05-11,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,8
Peru,PER,2020-05-11,PIURA,SULLANA,SULLANA,2,2
Peru,PER,2020-05-11,PIURA,TALARA,MANCORA,1,1
Peru,PER,2020-05-11,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,1,1
Peru,PER,2020-05-11,TUMBES,TUMBES,CORRALES,1,1
Peru,PER,2020-05-11,TUMBES,TUMBES,TUMBES,1,2
Peru,PER,2020-05-11,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-05-11,TUMBES,ZARUMILLA,ZARUMILLA,2,3
Peru,PER,2020-05-11,UCAYALI,CORONEL PORTILLO,CALLERIA,2,2
Peru,PER,2020-05-11,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1,3
Peru,PER,2020-05-12,ANCASH,NULL,CHIMBOTE,3,3
Peru,PER,2020-05-12,ANCASH,NULL,LA UNION,1,4
Peru,PER,2020-05-12,ANCASH,NULL,NULL,5,9
Peru,PER,2020-05-12,CALLAO,NULL,CALLAO,4,4
Peru,PER,2020-05-12,CALLAO,NULL,CARMEN DE LA LEGUA REYNOSO,1,5
Peru,PER,2020-05-12,CALLAO,NULL,NULL,3,8
Peru,PER,2020-05-12,CALLAO,NULL,VENTANILLA,1,9
Peru,PER,2020-05-12,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-05-12,ICA,CHINCHA,SUNAMPE,2,3
Peru,PER,2020-05-12,ICA,PALPA,RIO GRANDE,1,1
Peru,PER,2020-05-12,LAMBAYEQUE,NULL,CHICLAYO,1,1
Peru,PER,2020-05-12,LAMBAYEQUE,NULL,CHONGOYAPE,1,2
Peru,PER,2020-05-12,LAMBAYEQUE,NULL,JAYANCA,1,3
Peru,PER,2020-05-12,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ - CHICLAYO,1,4
Peru,PER,2020-05-12,LAMBAYEQUE,NULL,NULL,4,8
Peru,PER,2020-05-12,LIMA,NULL,NULL,15,15
Peru,PER,2020-05-12,LORETO,NULL,NULL,1,1
Peru,PER,2020-05-12,PIURA,MORROPON,SAN JUAN DE BIGOTE,1,1
Peru,PER,2020-05-12,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-12,PIURA,PIURA,CATACAOS,1,1
Peru,PER,2020-05-12,PIURA,PIURA,PIURA,1,2
Peru,PER,2020-05-12,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-12,TUMBES,TUMBES,CORRALES,1,1
Peru,PER,2020-05-12,TUMBES,TUMBES,TUMBES,1,2
Peru,PER,2020-05-12,TUMBES,ZARUMILLA,ZARUMILLA,1,1
Peru,PER,2020-05-12,UCAYALI,CORONEL PORTILLO,CALLERIA,1,1
Peru,PER,2020-05-12,UCAYALI,CORONEL PORTILLO,MANANTAY,1,2
Peru,PER,2020-05-12,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1,3
Peru,PER,2020-05-13,AMAZONAS,BAGUA,BAGUA,1,1
Peru,PER,2020-05-13,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-13,ANCASH,NULL,NUEVO CHIMBOTE,1,2
Peru,PER,2020-05-13,ANCASH,NULL,NULL,6,8
Peru,PER,2020-05-13,CALLAO,NULL,BELLAVISTA,1,1
Peru,PER,2020-05-13,ICA,CHINCHA,ALTO LARAN,1,1
Peru,PER,2020-05-13,ICA,CHINCHA,CHINCHA ALTA,1,2
Peru,PER,2020-05-13,ICA,CHINCHA,CHINCHA BAJA,2,4
Peru,PER,2020-05-13,ICA,CHINCHA,SUNAMPE,1,5
Peru,PER,2020-05-13,LAMBAYEQUE,NULL,CAYALTI,1,1
Peru,PER,2020-05-13,LAMBAYEQUE,NULL,Chiclayo,2,3
Peru,PER,2020-05-13,LAMBAYEQUE,NULL,JAYANCA,1,4
Peru,PER,2020-05-13,LAMBAYEQUE,NULL,NULL,2,6
Peru,PER,2020-05-13,LIMA,NULL,NULL,9,9
Peru,PER,2020-05-13,LORETO,NULL,YURIMAGUAS,2,2
Peru,PER,2020-05-13,PIURA,PAITA,COLAN,2,2
Peru,PER,2020-05-13,PIURA,PAITA,PAITA,1,3
Peru,PER,2020-05-13,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-05-13,PIURA,PIURA,PIURA,5,6
Peru,PER,2020-05-13,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,2,8
Peru,PER,2020-05-13,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-13,PIURA,SULLANA,SULLANA,2,3
Peru,PER,2020-05-13,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-05-13,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1,1
Peru,PER,2020-05-14,AMAZONAS,CONDORCANQUI,NIEVA,1,1
Peru,PER,2020-05-14,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-14,ANCASH,NULL,HUARAZ,1,2
Peru,PER,2020-05-14,ANCASH,NULL,NULL,2,4
Peru,PER,2020-05-14,CALLAO,NULL,CALLAO,2,2
Peru,PER,2020-05-14,ICA,CHINCHA,EL CARMEN,1,1
Peru,PER,2020-05-14,ICA,ICA,ICA,1,1
Peru,PER,2020-05-14,ICA,ICA,LA TINGUIÑA,1,2
Peru,PER,2020-05-14,LAMBAYEQUE,NULL,CAYALTÍ,1,1
Peru,PER,2020-05-14,LAMBAYEQUE,NULL,LAMBAYEQUE,1,2
Peru,PER,2020-05-14,LAMBAYEQUE,NULL,MORROPE,1,3
Peru,PER,2020-05-14,LAMBAYEQUE,NULL,NULL,8,11
Peru,PER,2020-05-14,LAMBAYEQUE,NULL,PATAPO,1,12
Peru,PER,2020-05-14,LIMA,NULL,NULL,12,12
Peru,PER,2020-05-14,LIMA,NULL,SAN MARTIN DE PORRES,1,13
Peru,PER,2020-05-14,LORETO,NULL,NULL,1,1
Peru,PER,2020-05-14,LORETO,NULL,PUNCHANA,1,2
Peru,PER,2020-05-14,LORETO,NULL,RAMON CASTILLA,2,4
Peru,PER,2020-05-14,LORETO,NULL,YURIMAGUAS,1,5
Peru,PER,2020-05-14,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-05-14,PIURA,PIURA,LA ARENA,1,2
Peru,PER,2020-05-14,PIURA,PIURA,TAMBO GRANDE,1,3
Peru,PER,2020-05-14,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,4
Peru,PER,2020-05-14,PIURA,SECHURA,SECHURA,1,1
Peru,PER,2020-05-14,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-14,PIURA,SULLANA,SULLANA,2,3
Peru,PER,2020-05-14,SAN MARTIN,NULL,NULL,1,1
Peru,PER,2020-05-14,UCAYALI,CORONEL PORTILLO,MANANTAY,1,1
Peru,PER,2020-05-15,AMAZONAS,BAGUA,BAGUA,1,1
Peru,PER,2020-05-15,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-15,ANCASH,NULL,NULL,1,2
Peru,PER,2020-05-15,ANCASH,NULL,SANTA,1,3
Peru,PER,2020-05-15,CALLAO,NULL,CARMEN DE LA LEGUA REYNOSO,1,1
Peru,PER,2020-05-15,ICA,CHINCHA,CHINCHA ALTA,2,2
Peru,PER,2020-05-15,ICA,CHINCHA,GROCIO PRADO,1,3
Peru,PER,2020-05-15,ICA,ICA,ICA,1,1
Peru,PER,2020-05-15,LAMBAYEQUE,NULL,CHICLAYO,3,3
Peru,PER,2020-05-15,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,4
Peru,PER,2020-05-15,LAMBAYEQUE,NULL,NULL,8,12
Peru,PER,2020-05-15,LAMBAYEQUE,NULL,SALAS,1,13
Peru,PER,2020-05-15,LIMA,NULL,NULL,9,9
Peru,PER,2020-05-15,LORETO,NULL,CONTAMANA,1,1
Peru,PER,2020-05-15,LORETO,NULL,NULL,1,2
Peru,PER,2020-05-15,LORETO,NULL,VARGAS GUERRA,1,3
Peru,PER,2020-05-15,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1,1
Peru,PER,2020-05-15,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-05-15,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-15,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-05-15,PIURA,PIURA,CATACAOS,1,3
Peru,PER,2020-05-15,PIURA,PIURA,PIURA,1,4
Peru,PER,2020-05-15,PIURA,PIURA,TAMBO GRANDE,1,5
Peru,PER,2020-05-15,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-15,PIURA,SULLANA,SULLANA,1,2
Peru,PER,2020-05-15,SAN MARTIN,NULL,NULL,1,1
Peru,PER,2020-05-15,UCAYALI,NULL,NULL,1,1
Peru,PER,2020-05-16,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,2,2
Peru,PER,2020-05-16,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-16,ANCASH,NULL,NULL,5,6
Peru,PER,2020-05-16,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-05-16,ICA,CHINCHA,GROCIO PRADO,1,2
Peru,PER,2020-05-16,ICA,CHINCHA,PUEBLO NUEVO,1,3
Peru,PER,2020-05-16,ICA,CHINCHA,SUNAMPE,1,4
Peru,PER,2020-05-16,LAMBAYEQUE,NULL,CHICLAYO,1,1
Peru,PER,2020-05-16,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,2
Peru,PER,2020-05-16,LAMBAYEQUE,NULL,LA VICTORIA,1,3
Peru,PER,2020-05-16,LAMBAYEQUE,NULL,NULL,7,10
Peru,PER,2020-05-16,LAMBAYEQUE,NULL,OLMOS,1,11
Peru,PER,2020-05-16,LIMA,NULL,NULL,4,4
Peru,PER,2020-05-16,LORETO,NULL,NULL,1,1
Peru,PER,2020-05-16,LORETO,NULL,SAN JUAN BAUTISTA,1,2
Peru,PER,2020-05-16,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-05-16,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-05-16,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-05-16,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-16,PIURA,SULLANA,SALITRAL,1,2
Peru,PER,2020-05-16,PIURA,TALARA,PARIÑAS,1,1
Peru,PER,2020-05-16,PUNO,SAN ROMAN,JULIACA,1,1
Peru,PER,2020-05-16,SAN MARTIN,NULL,MOYOBAMBA,1,1
Peru,PER,2020-05-16,UCAYALI,NULL,NULL,3,3
Peru,PER,2020-05-17,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1,1
Peru,PER,2020-05-17,ANCASH,NULL,CARHUAZ,1,1
Peru,PER,2020-05-17,ANCASH,NULL,CASMA,1,2
Peru,PER,2020-05-17,ANCASH,NULL,CHIMBOTE,2,4
Peru,PER,2020-05-17,ANCASH,NULL,COISHCO,1,5
Peru,PER,2020-05-17,ANCASH,NULL,HUARAL,1,6
Peru,PER,2020-05-17,ANCASH,NULL,NUEVO CHIMBOTE,2,8
Peru,PER,2020-05-17,ANCASH,NULL,NULL,1,9
Peru,PER,2020-05-17,CALLAO,NULL,BELLAVISTA,1,1
Peru,PER,2020-05-17,CALLAO,NULL,VENTANILLA,1,2
Peru,PER,2020-05-17,ICA,CHINCHA,GROCIO PRADO,1,1
Peru,PER,2020-05-17,LAMBAYEQUE,NULL,Chiclayo,2,2
Peru,PER,2020-05-17,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,2,4
Peru,PER,2020-05-17,LAMBAYEQUE,NULL,MORROPE,1,5
Peru,PER,2020-05-17,LAMBAYEQUE,NULL,NULL,1,6
Peru,PER,2020-05-17,LIMA,NULL,COMAS,1,1
Peru,PER,2020-05-17,LORETO,NULL,NULL,4,4
Peru,PER,2020-05-17,PASCO,PASCO,HUARIACA,1,1
Peru,PER,2020-05-17,PIURA,HUANCABAMBA,SONDORILLO,1,1
Peru,PER,2020-05-17,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-17,PIURA,PIURA,LA ARENA,1,1
Peru,PER,2020-05-17,PIURA,TALARA,PARIÑAS,1,1
Peru,PER,2020-05-17,UCAYALI,NULL,NULL,2,2
Peru,PER,2020-05-18,ANCASH,NULL,CHIMBOTE,3,3
Peru,PER,2020-05-18,ANCASH,NULL,HUARAZ,1,4
Peru,PER,2020-05-18,ANCASH,NULL,NUEVO CHIMBOTE,1,5
Peru,PER,2020-05-18,ANCASH,NULL,SANTA,1,6
Peru,PER,2020-05-18,CALLAO,NULL,CALLAO,3,3
Peru,PER,2020-05-18,CALLAO,NULL,CARMEN DE LA LEGUA REYNOSO,1,4
Peru,PER,2020-05-18,CALLAO,NULL,COMAS,1,5
Peru,PER,2020-05-18,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-05-18,ICA,ICA,PACHACUTEC,1,1
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,CAYALTÍ,1,1
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,Chiclayo,1,2
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,CHICLAYO,2,4
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,FERREÑAFE,1,5
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,LAMBAYEQUE,2,7
Peru,PER,2020-05-18,LAMBAYEQUE,NULL,NULL,2,9
Peru,PER,2020-05-18,LORETO,NULL,NULL,3,3
Peru,PER,2020-05-18,PIURA,NULL,NULL,1,1
Peru,PER,2020-05-18,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-18,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-05-18,PIURA,PIURA,LA ARENA,1,3
Peru,PER,2020-05-18,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-18,PIURA,TALARA,PARIÑAS,1,1
Peru,PER,2020-05-18,PUNO,PUNO,PUNO,1,1
Peru,PER,2020-05-18,SAN MARTIN,NULL,NULL,3,3
Peru,PER,2020-05-18,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LA,1,1
Peru,PER,2020-05-18,TACNA,TACNA,TACNA,1,2
Peru,PER,2020-05-18,TUMBES,NULL,NULL,1,1
Peru,PER,2020-05-18,UCAYALI,NULL,NULL,2,2
Peru,PER,2020-05-19,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-19,ANCASH,NULL,NUEVO CHIMBOTE,1,2
Peru,PER,2020-05-19,ANCASH,NULL,PARIAHUANCA,1,3
Peru,PER,2020-05-19,ICA,CHINCHA,CHINCHA ALTA,2,2
Peru,PER,2020-05-19,ICA,CHINCHA,PUEBLO NUEVO,1,3
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,CAYALTÍ,1,1
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,Chiclayo,1,2
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,CHICLAYO,1,3
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,4
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,LAMBAYEQUE,1,5
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,MORROPE,1,6
Peru,PER,2020-05-19,LAMBAYEQUE,NULL,SANTA ROSA,1,7
Peru,PER,2020-05-19,LORETO,NULL,NULL,3,3
Peru,PER,2020-05-19,PIURA,HUANCABAMBA,SONDORILLO,1,1
Peru,PER,2020-05-19,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-05-19,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-05-19,PIURA,PIURA,LA UNION,1,1
Peru,PER,2020-05-19,PIURA,PIURA,PIURA,1,2
Peru,PER,2020-05-19,PIURA,PIURA,TAMBO GRANDE,1,3
Peru,PER,2020-05-19,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,4
Peru,PER,2020-05-19,PIURA,SULLANA,BELLAVISTA,1,1
Peru,PER,2020-05-19,SAN MARTIN,NULL,NULL,1,1
Peru,PER,2020-05-19,TUMBES,NULL,NULL,2,2
Peru,PER,2020-05-19,UCAYALI,NULL,NULL,1,1
Peru,PER,2020-05-20,AMAZONAS,LUYA,CAMPORREDONDO,1,1
Peru,PER,2020-05-20,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-20,ANCASH,NULL,RANRAHIRCA,1,2
Peru,PER,2020-05-20,LAMBAYEQUE,NULL,CHICLAYO,1,1
Peru,PER,2020-05-20,LAMBAYEQUE,NULL,ferreñafe,1,2
Peru,PER,2020-05-20,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,3
Peru,PER,2020-05-20,LAMBAYEQUE,NULL,LA VICTORIA,1,4
Peru,PER,2020-05-20,LAMBAYEQUE,NULL,PATAPO,1,5
Peru,PER,2020-05-20,LORETO,NULL,NULL,1,1
Peru,PER,2020-05-20,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2,2
Peru,PER,2020-05-20,PASCO,NULL,NULL,1,1
Peru,PER,2020-05-20,PIURA,HUANCABAMBA,HUANCABAMBA,1,1
Peru,PER,2020-05-20,PIURA,MORROPON,CHULUCANAS,2,2
Peru,PER,2020-05-20,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-05-20,PIURA,PIURA,CATACAOS,1,2
Peru,PER,2020-05-20,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-05-20,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,4
Peru,PER,2020-05-20,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-20,PIURA,TALARA,PARIÑAS,2,2
Peru,PER,2020-05-20,TUMBES,NULL,CORRALES,1,1
Peru,PER,2020-05-20,TUMBES,NULL,ZARUMILLA,1,2
Peru,PER,2020-05-20,TUMBES,NULL,ZORRITOS,1,3
Peru,PER,2020-05-21,ANCASH,NULL,CHIMBOTE,2,2
Peru,PER,2020-05-21,ANCASH,NULL,GUADALUPITO,1,3
Peru,PER,2020-05-21,ANCASH,NULL,NUEVO CHIMBOTE,3,6
Peru,PER,2020-05-21,LAMBAYEQUE,NULL,CHICLAYO,5,5
Peru,PER,2020-05-21,LAMBAYEQUE,NULL,PATAPO,1,6
Peru,PER,2020-05-21,LORETO,NULL,NULL,4,4
Peru,PER,2020-05-21,PASCO,PASCO,YANACANCHA,1,1
Peru,PER,2020-05-21,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-05-21,PIURA,PIURA,LA UNION,1,2
Peru,PER,2020-05-21,PIURA,PIURA,TAMBO GRANDE,1,3
Peru,PER,2020-05-21,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,4
Peru,PER,2020-05-21,PIURA,SECHURA,SECHURA,1,1
Peru,PER,2020-05-21,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-05-22,ANCASH,NULL,CHIMBOTE,1,1
Peru,PER,2020-05-22,PASCO,PASCO,OXAPAMPA,1,1
